register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OP	コウエン	公園		名詞-普通名詞-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	1782	385.687
OP	カンスル	関する		動詞-一般	混	2.1110	用	関係	類	関係	1776	384.388
OP	バンゴウ	番号		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	1764	381.791
OP	トウジツ	当日		名詞-普通名詞-副詞可能	漢	1.1611	体	関係	時間	時機・時刻	1738	376.164
OP	エン	園		接尾辞-名詞的-一般	漢	1.4700	体	生産物	土地利用	地類（土地利用）	1734	375.298
OP	ジュウミン	住民		名詞-普通名詞-一般	漢	1.2301	体	主体	人物	国民・住民	1730	374.432
OP	ホカ	他		名詞-普通名詞-副詞可能	和	1.1040	体	関係	事柄	本体・代理	1728	373.999
OP	サクヒン	作品		名詞-普通名詞-一般	漢	1.3200	体	活動	芸術	創作・著述	1725	373.35
OP	ジョウ	場		接尾辞-名詞的-一般	漢	1.1700	体	関係	空間	空間・場所	1706	369.238
OP	ドウ	同		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	1705	369.021
OP	マチヅクリ	町作り		名詞-普通名詞-一般	和	x.xxxx					1695	366.857
OP	ゴミ	塵		名詞-普通名詞-一般	和	1.4100	体	生産物	資材	資材・ごみ	1693	366.424
OP	キカン	機関		名詞-普通名詞-一般	漢	1.2700	体	主体	機関	機関	1686	364.909
OP	イッパン	一般		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	1684	364.476
OP	ツギ	次		名詞-普通名詞-一般	和	1.1650	体	関係	時間	順序	1683	364.26
OP	スポーツ	スポーツ	sport	名詞-普通名詞-サ変可能	外	1.3374	体	活動	生活	スポーツ	1681	363.827
OP	ダイガク	大学		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	1679	363.394
OP	ヨヤク	予約		名詞-普通名詞-サ変可能	漢	1.3530	体	活動	交わり	約束	1676	362.745
OP	モノ	物		名詞-普通名詞-サ変可能	和	1.1000	体	関係	事柄	事柄	1670	361.446
OP				URL							1658	358.849
OP	ネンド	年度		名詞-普通名詞-一般	漢	1.1630	体	関係	時間	年	1647	356.468
OP		？		補助記号-句点	記号						1634	353.654
OP	コクミン	国民		名詞-普通名詞-一般	漢	1.2301	体	主体	人物	国民・住民	1611	348.676
OP	ハガキ	葉書		名詞-普通名詞-一般	和	1.4590	体	生産物	道具	札・帳など	1610	348.46
OP	テル	テル	tel	名詞-普通名詞-サ変可能	外	1.3122	体	活動	言語	通信	1610	348.46
OP	ヨテイ	予定		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	1594	344.997
OP	シンコウ	振興		名詞-普通名詞-サ変可能	漢	1.1583	体	関係	作用	進歩・衰退	1588	343.698
OP	ロッピャク	六百		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1584	342.833
OP	トウロク	登録		名詞-普通名詞-サ変可能	漢	1.3151	体	活動	言語	書き	1581	342.183
OP		〉		補助記号-括弧閉	記号						1572	340.235
OP		〈		補助記号-括弧開	記号						1572	340.235
OP	コウシ	講師		名詞-普通名詞-一般	漢	1.2410	体	主体	成員	専門的・技術的職業	1566	338.937
OP	ヒトリ	一人		名詞-普通名詞-副詞可能	和	x.xxxx					1561	337.855
OP	キョウカイ	協会		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	1550	335.474
OP	ハツ	二十		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1549	335.257
OP	カンガエル	考える		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	1538	332.877
OP	シメイ	氏名		名詞-普通名詞-一般	漢	1.3102	体	活動	言語	名	1537	332.66
OP	シドウ	指導		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	1536	332.444
OP	■■■	■■■		名詞-固有名詞-人名-名							1535	332.227
OP	セイビ	整備		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	1530	331.145
OP	ショウ	証		接尾辞-名詞的-一般	漢	1.3155	体	活動	言語	文書	1527	330.496
OP	タリ	たり		助詞-副助詞	和						1521	329.197
OP	セタイ	世帯		名詞-普通名詞-一般	漢	1.2510	体	主体	公私	家	1521	329.197
OP	ショウゴ	正午		名詞-普通名詞-副詞可能	漢	1.1635	体	関係	時間	朝晩	1516	328.115
OP	センター	センター	center	名詞-普通名詞-一般	外	1.2700	体	主体	機関	機関	1515	327.899
OP	カイカン	会館		名詞-普通名詞-一般	漢	1.2660	体	主体	社会	教室・兵営など	1514	327.682
OP	カイギ	会議		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	1511	327.033
OP	クワシイ	詳しい		形容詞-一般	和	3.3068	相	活動	心	詳細・正確・不思議	1500	324.652
OP	ヨイ	良い		形容詞-非自立可能	和	3.1332	相	関係	様相	良不良・適不適	1500	324.652
OP	テンジ	展示		名詞-普通名詞-サ変可能	漢	1.3092	体	活動	心	見せる	1491	322.704
OP	タントウ	担当		名詞-普通名詞-サ変可能	漢	1.3400	体	活動	行為	義務	1490	322.488
OP	ミ	三		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1489	322.271
OP	マチ	町		名詞-普通名詞-一般	和	1.2540	体	主体	公私	都会・田舎	1480	320.323
OP	タイイク	体育		名詞-普通名詞-一般	漢	1.3374	体	活動	生活	スポーツ	1479	320.107
OP	キニュウ	記入		名詞-普通名詞-サ変可能	漢	1.3151	体	活動	言語	書き	1473	318.808
OP	ロクセン	六千		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	1467	317.51
OP	チョウ	長		接尾辞-名詞的-一般	漢	1.2430	体	主体	成員	長	1461	316.211
OP	ヒヨウ	費用		名詞-普通名詞-一般	漢	1.3730	体	活動	経済	価格・費用	1460	315.995
OP	チョウサ	調査		名詞-普通名詞-サ変可能	漢	1.3065	体	活動	心	研究・試験・調査・検査など	1460	315.995
OP	マチ	町		名詞-普通名詞-一般	和	1.2550	体	主体	公私	政治的区画	1455	314.913
OP	カクニン	確認		名詞-普通名詞-サ変可能	漢	1.3062	体	活動	心	注意・認知・了解	1448	313.398
OP	マエ	前		名詞-普通名詞-副詞可能	和	1.1670	体	関係	時間	時間的前後	1438	311.233
OP	モツ	持つ		動詞-一般	和	2.3701	用	活動	経済	所有	1435	310.584
OP	アンゼン	安全		名詞-普通名詞-形状詞可能	漢	1.1346	体	関係	様相	難易・安危	1433	310.151
OP	バ	ば		助詞-接続助詞	和						1430	309.502
OP	ジュコウ	受講		名詞-普通名詞-サ変可能	漢	1.3050	体	活動	心	学習・習慣・記憶	1415	306.255
OP	シナイ	市内		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	1408	304.74
OP	トシ	都市		名詞-普通名詞-一般	漢	1.2540	体	主体	公私	都会・田舎	1400	303.009
OP	イツ	五		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1394	301.71
OP	シヨウ	使用		名詞-普通名詞-サ変可能	漢	1.3852	体	活動	事業	扱い・操作・使用	1393	301.494
OP		―		補助記号-一般	記号	x.xxxx					1392	301.277
OP	オモウ	思う		動詞-一般	和	2.3061	用	活動	心	思考・意見・疑い	1385	299.762
OP	カゲツ	箇月		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1380	298.68
OP	ショウカイ	紹介		名詞-普通名詞-サ変可能	漢	1.3522	体	活動	交わり	仲介	1379	298.464
OP		』		補助記号-括弧閉	記号						1374	297.381
OP		『		補助記号-括弧開	記号						1373	297.165
OP	ナガラ	ながら		助詞-接続助詞	和						1373	297.165
OP	キョウギ	協議		名詞-普通名詞-サ変可能	漢	1.3133	体	活動	言語	会議・論議	1369	296.299
OP	イズレ	何れ		代名詞	和	1.1010	体	関係	事柄	こそあど・他	1359	294.135
OP	ショクイン	職員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	1357	293.702
OP	ウンドウ	運動		名詞-普通名詞-サ変可能	漢	1.3430	体	活動	行為	行為・活動	1355	293.269
OP	ヤク	約		接頭辞	漢	3.1920	相	関係	量	程度	1354	293.053
OP	ネガイ	願い		名詞-普通名詞-一般	和	1.3042	体	活動	心	欲望・期待・失望	1353	292.836
OP	ナイセン	内線		名詞-普通名詞-一般	漢	x.xxxx					1351	292.403
OP	ヤ	八		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1349	291.971
OP	ミル	見る		動詞-非自立可能	和	2.3065	用	活動	心	研究・試験・調査・検査など	1343	290.672
OP	ビョウイン	病院		名詞-普通名詞-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	1342	290.456
OP	キカク	企画		名詞-普通名詞-サ変可能	漢	1.3084	体	活動	心	計画・案	1339	289.806
OP	ツ	つ		接尾辞-名詞的-助数詞	和	1.1962	体	関係	量	助数接辞	1335	288.94
OP	シカク	資格		名詞-普通名詞-一般	漢	1.3410	体	活動	行為	身上	1329	287.642
OP	ジ	児		接尾辞-名詞的-一般	漢	1.2130	体	主体	家族	子・子孫	1322	286.127
OP	カゾク	家族		名詞-普通名詞-一般	漢	1.2100	体	主体	家族	家族	1322	286.127
OP	ゼン	全		接頭辞	漢	3.1940	相	関係	量	一般・全体・部分	1321	285.91
OP	ツカウ	使う		動詞-一般	和	2.3852	用	活動	事業	扱い・操作・使用	1315	284.612
OP	ジブン	自分		名詞-普通名詞-一般	漢	1.2020	体	主体	人間	自他	1314	284.395
OP	ヨンセン	四千		名詞-数詞	混	1.1960	体	関係	量	数記号（一二三）	1310	283.53
OP	テン	展		接尾辞-名詞的-一般	漢	1.3510	体	活動	交わり	集会	1304	282.231
OP	ナイ	内		接尾辞-名詞的-一般	漢	1.1920	体	関係	量	程度・限度	1302	281.798
OP	サービス	サービス	service	名詞-普通名詞-サ変可能	外	1.3711	体	活動	経済	需給	1297	280.716
OP	シン	シン		名詞-固有名詞-人名-姓	固						1295	280.283
OP	クミン	区民		名詞-普通名詞-一般	漢	x.xxxx					1294	280.067
OP	ショウガイ	生涯		名詞-普通名詞-副詞可能	漢	1.1621	体	関係	時間	永久・一生	1294	280.067
OP	ココノ	九		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1286	278.335
OP	カニュウ	加入		名詞-普通名詞-サ変可能	漢	1.3540	体	活動	交わり	協力・参加	1284	277.902
OP	トキ	時		名詞-普通名詞-副詞可能	和	1.1611	体	関係	時間	時機・時刻	1283	277.686
OP	サ	さ		接尾辞-名詞的-一般	和	1.1920	体	関係	量	程度・限度	1282	277.469
OP	エキ	駅		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	1281	277.253
OP	パーセント	パーセント	percent	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	1280	277.037
OP	テイシュツ	提出		名詞-普通名詞-サ変可能	漢	1.1531	体	関係	作用	出・出し	1272	275.305
OP	ム	六		名詞-数詞	和	1.1960	体	関係	量	数記号（一二三）	1265	273.79
OP	ジョウキョウ	状況		名詞-普通名詞-一般	漢	1.1300	体	関係	様相	様相・情勢	1260	272.708
OP	チ	地		名詞-普通名詞-一般	漢	1.1700	体	関係	空間	空間・場所	1259	272.491
OP	キホン	基本		名詞-普通名詞-一般	漢	1.1111	体	関係	類	本末	1258	272.275
OP	タイサク	対策		名詞-普通名詞-一般	漢	1.3084	体	活動	心	計画・案	1257	272.059
OP	コウジ	工事		名詞-普通名詞-サ変可能	漢	1.3822	体	活動	事業	建設・土木	1251	270.76
OP	フタン	負担		名詞-普通名詞-サ変可能	漢	1.3730	体	活動	経済	価格・費用	1250	270.544
OP	シゼン	自然		名詞-普通名詞-一般	漢	1.5000	体	自然	自然	自然	1248	270.111
OP	ゴ	後		接尾辞-名詞的-副詞可能	漢	1.1670	体	関係	時間	時間的前後	1243	269.028
OP	ミル	見る		動詞-非自立可能	和	2.3091	用	活動	心	見る	1238	267.946
OP	カンコウ	観光		名詞-普通名詞-サ変可能	漢	1.3371	体	活動	生活	旅・行楽	1237	267.73
OP	ボランティア	ボランティア	volunteer	名詞-普通名詞-一般	外	1.2418	体	主体	成員	サービス	1236	267.513
OP	チュウオウ	中央		名詞-普通名詞-一般	漢	1.1742	体	関係	空間	中・隅・端	1224	264.916
OP	シ	士		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	1220	264.051
OP	シショ	支所		名詞-普通名詞-一般	漢	1.2640	体	主体	社会	事務所・市場・駅など	1220	264.051
OP	メイ	名		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1219	263.834
OP	チョクセツ	直接		副詞	漢	3.1110	相	関係	類	関係	1218	263.618
OP	コウホウ	広報		名詞-普通名詞-一般	漢	1.3140	体	活動	言語	宣告・宣言・発表	1212	262.319
OP	ジチ	自治		名詞-普通名詞-一般	漢	1.3600	体	活動	待遇	支配・政治	1211	262.103
OP	ジュシン	受診		名詞-普通名詞-サ変可能	漢	1.3831	体	活動	事業	医療	1208	261.453
OP	ショウメイ	証明		名詞-普通名詞-サ変可能	漢	1.3071	体	活動	心	論理・証明・偽り・誤り・訂正など	1204	260.588
OP	シテイ	指定		名詞-普通名詞-サ変可能	漢	1.3067	体	活動	心	決心・解決・決定・迷い	1202	260.155
OP	ノウフ	納付		名詞-普通名詞-サ変可能	漢	1.3720	体	活動	経済	税	1199	259.505
OP	イカ	以下		名詞-普通名詞-一般	漢	1.1920	体	関係	量	程度・限度	1195	258.64
OP	シャシン	写真		名詞-普通名詞-一般	漢	1.3220	体	活動	芸術	芸術・美術	1194	258.423
OP	ヘンコウ	変更		名詞-普通名詞-サ変可能	漢	1.1500	体	関係	作用	作用・変化	1194	258.423
OP	ジンケン	人権		名詞-普通名詞-一般	漢	1.3401	体	活動	行為	権利	1192	257.99
OP	ネンレイ	年齢		名詞-普通名詞-一般	漢	1.1901	体	関係	量	値・額	1186	256.692
OP	タ	他		名詞-普通名詞-副詞可能	漢	1.1040	体	関係	事柄	本体・代理	1186	256.692
OP	マイシュウ	毎週		名詞-普通名詞-副詞可能	漢	3.1612	相	関係	時間	毎日・毎度	1180	255.393
OP	ブン	分		名詞-普通名詞-副詞可能	漢	1.1940	体	関係	量	一般・全体・部分	1179	255.177
OP	タノシム	楽しむ		動詞-一般	和	2.3011	用	活動	心	快・喜び	1179	255.177
OP	オヤコ	親子		名詞-普通名詞-一般	和	1.2100	体	主体	家族	家族	1167	252.579
OP	タイスル	対する		動詞-一般	混	2.1120	用	関係	類	相対	1167	252.579
OP	コウコウ	高校		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	1165	252.147
OP	ダイ	大		接頭辞	漢	3.1912	相	関係	量	広狭・大小	1164	251.93
OP	ゴウ	号		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	1163	251.714
OP	トモ	共		名詞-普通名詞-一般	和	1.1130	体	関係	類	異同・類似	1157	250.415
OP	セイ	性		接尾辞-名詞的-一般	漢	1.1330	体	関係	様相	性質	1149	248.684
OP	ユウソウ	郵送		名詞-普通名詞-サ変可能	漢	1.3122	体	活動	言語	通信	1144	247.601
OP	イケン	意見		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	1141	246.952
OP	テイド	程度		名詞-普通名詞-一般	漢	1.1920	体	関係	量	程度・限度	1140	246.736
OP	ナオ	猶		接続詞	和	4.1160	他		接続	補充	1131	244.788
OP	アンナイ	案内		名詞-普通名詞-サ変可能	漢	1.3520	体	活動	交わり	応接・送迎	1128	244.139
OP	コウジョ	控除		名詞-普通名詞-サ変可能	漢	1.1580	体	関係	作用	増減・補充	1128	244.139
OP	ジサン	持参		名詞-普通名詞-サ変可能	漢	1.3392	体	活動	生活	手足の動作	1123	243.056
OP		＊		補助記号-一般	記号						1123	243.056
OP	ブツ	物		接尾辞-名詞的-一般	漢	1.4000	体	生産物	物品	物品	1123	243.056
OP	ケンシン	検診		名詞-普通名詞-サ変可能	漢	1.3831	体	活動	事業	医療	1122	242.84
OP	ケンシン	健診		名詞-普通名詞-一般	漢	1.3831	体	活動	事業	医療	1119	242.191
OP	サキ	先		名詞-普通名詞-副詞可能	和	1.2020	体	主体	人間	自他	1118	241.974
OP	チュウガク	中学		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	1118	241.974
OP	シン	新		接頭辞	漢	3.1660	相	関係	時間	新旧・遅速	1116	241.541
OP	キンヨウ	金曜		名詞-普通名詞-副詞可能	漢	1.1632	体	関係	時間	週・週日	1113	240.892
OP	カタ	方		接尾辞-名詞的-一般	和	1.3081	体	活動	心	方法	1110	240.243
OP	ノミ	のみ		助詞-副助詞	和						1104	238.944
OP	コウフ	交付		名詞-普通名詞-サ変可能	漢	1.3770	体	活動	経済	授受	1104	238.944
OP	ヒガシ	東		名詞-普通名詞-一般	和	1.2590	体	主体	公私	固有地名	1102	238.511
OP	キネン	記念		名詞-普通名詞-サ変可能	漢	1.3050	体	活動	心	学習・習慣・記憶	1101	238.295
OP	コウエン	講演		名詞-普通名詞-サ変可能	漢	1.3131	体	活動	言語	話・談話	1096	237.213
OP	メール	メール	mail	名詞-普通名詞-サ変可能	外	1.3122	体	活動	言語	通信	1096	237.213
OP	ハイフ	配布		名詞-普通名詞-サ変可能	漢	1.3770	体	活動	経済	授受	1095	236.996
OP	ヒッチャク	必着		名詞-普通名詞-一般	漢	x.xxxx					1095	236.996
OP	ウンエイ	運営		名詞-普通名詞-サ変可能	漢	1.3620	体	活動	待遇	運営	1088	235.481
OP	ジョセイ	女性		名詞-普通名詞-一般	漢	1.2040	体	主体	人間	男女	1086	235.048
